query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags
DOG,DOG,8.1,7.9,0,0,0,7.5,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,2734,14587,1189,岛屿工作室,4男2女 5.0小时 新手 2022.10发行,架空 情感 沉浸 科幻
罪恶演绎,罪恶演绎,8.4,7.7,7.5,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8111,63087,4453,引力弹弓; 磁光效应,3男3女 5.0小时 新手 2023.01发行,架空 推理 欢乐 刑侦
女巫请睁眼,女巫请睁眼,6.4,6.5,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6562,3473,179,古余工作室; 久闻,3男3女 4.5小时 进阶 2023.01发行,
圣杯侦探和倒霉蛋,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
麻衣神探狄公案,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
帝星紫微,帝星紫微,6.4,6.8,0,0,6.4,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,11864,781,FB发行工作室,4男4女 6.0小时 进阶 2023.01发行,架空 机制 欢乐 权谋
匹斯泰惊游白书,匹斯泰惊游白书,5.4,5.8,6.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33371,22360,2003,灰烬工作室,4男3女 6.5小时 高阶 2023.01发行,架空 机制 沉浸 进阶
弑镜奇闻录,弑镜奇闻录,7.6,7.2,7.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5648,2998,259,剧理力作工作室,3男3女 6.0小时 高阶 2023.01发行,
猎罪点与线,猎罪点与线,7.5,7.3,7.4,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,5955,281,A+剧本工作室,4男2女 5.0小时 进阶 2022.06发行,
风林火山,风林火山,9.1,8.5,0,0,0,0,8.9,0,0,0,8.7,0,0,0,0,0,0,0,0,0,3160,84552,8808,百川望辰工作室,6男0女 7.0小时 进阶 2023.01发行,日式 机制 博弈 其他
回眸,回眸,6.5,6.7,0,0,0,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,2734,1675,139,火车头联合工作室,3男3女 4.5小时 进阶 2022.10发行,古风 情感 沉浸 仙侠
vr伐木累2冰封的太阳,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
朗基努斯之枪,朗基努斯之枪,7.9,7.5,7.6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1.4,15107,1271,口袋发行,2男4女 6.0小时 进阶 2022.12发行,
冥河2天道,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
马克西姆的悲剧,马克西姆的悲剧,6.7,6.8,6.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8708,10322,665,起源ORIGIN工作室,3男3女 5.0小时 高阶 2022.08发行,
吨吨吨2淘金盛宴,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
缠绕列车,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
霓虹灯下,霓虹灯下,6.8,6.8,0,0,0,6.9,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,2880,6787,392,神之剧制,3男3女 4.5小时 进阶 2023.01发行,港澳 情感 沉浸 都市
倒错的悲挽诗,倒错的悲挽诗,7.2,7,0,6.9,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,5044,22775,1577,葵花工作室; 咪咕挑灯工作室,4男2女 5.5小时 高阶 2022.11发行,
普罗米修斯的杀人事件2起源,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
不再见,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
一去二三里,一去二三里,8.2,7.8,0,0,0,8,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,2880,29048,2232,拾柒工作室,3男3女 4.5小时 进阶 2023.01发行,中式 情感 沉浸 乡土
怪闻2泉隐炽焰卷,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
春花秋月何时了,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
灵魂缓刑,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
春秋,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
一花一世界,一花一世界,7.9,7.6,0,0,0,7.9,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,2898,33052,3263,二类人生剧制,3男3女 6.5小时 进阶 2022.08发行,古风 情感 沉浸 武侠
九歌,九歌,7.1,7.1,0,0,0,7.5,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1371,111,长庚剧制,3男3女 4.0小时 进阶 2022.07发行,古风 还原 沉浸 其他
散场,散场,7.5,7.3,0,0,0,7.5,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,2898,32196,2133,夜归人工作室,3男3女 4.5小时 新手 2023.01发行,中式 情感 沉浸 都市
庄周梦蝶2锦瑟传,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
鲜衣怒马时少年,鲜衣怒马时少年,8.5,8.1,0,0,0,7.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,63524,4262,九有出品; FB发行工作室,4男4女 6.5小时 进阶 2022.06发行,古风 机制 博弈 宫廷
寒门,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
二月十五夜风雨大作,二月十五夜风雨大作,7.2,7.2,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1.4,667,66,LARP原创工作室,3男3女 4.5小时 进阶 2022.09发行,架空 推理 立意 武侠
顶楼极恶之宴,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
迢迢,迢迢,8,7.9,0,0,0,7.8,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,2898,6740,441,臭猴子工作室; 博卡拉,3男3女 5.5小时 进阶 2023.01发行,架空 情感 沉浸 家国
落日之城,落日之城,8.4,8,0,0,0,8.1,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,2898,32687,3179,折子戏工作室,3男3女 5.0小时 进阶 2022.10发行,未来 情感 沉浸 科幻
慢慢又漫漫2搁浅,慢慢又漫漫2搁浅,8,7.6,0,0,0,7.9,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,2898,20399,1407,棋飞翔,3男3女 5.0小时 进阶 2023.01发行,架空 情感 沉浸 都市
杀死一只泰迪熊,杀死一只泰迪熊,6.3,6.7,6.7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9429,6984,376,久闻,3男3女 4.5小时 进阶 2022.12发行,
幻木吟,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
沙哭,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
水镜出版社,水镜出版社,7.8,7.5,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10716,11920,611,水镜出品,【水镜出版社】城限／推理／还原／惊悚／本格 【角色／时长】阿祖／5-6小时 【人数配置】5男3女／可反串 【推荐角色】无边缘位，阿祖属于体验感比较好的角色位，胆小勿选。 【选店建议】开本难度大，对店家要求高，一定...全文,
有人说于归,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
温度生来平凡,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
说谎者,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
死亡笔记,死亡笔记,6.7,6.7,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,11.3,1153,124,北辰工作室,《死亡笔记》 人数：6人本三男三女 时长：两个半小时 类型：新手推理还原 这本纯纯流水线产物，一点也不日式的日式推理还原本。总体感觉像是《山河故人》➕《记忆碎片》揉合低配...全文,
百鬼夜行,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
离婚吧赶紧的,离婚吧赶紧的,5.5,5.8,0,0,6.8,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,163330,11013,嗷嗷原创,4男4女 4.0小时 新手 2022.12发行,中式 机制 欢乐 都市
风吹麦浪,风吹麦浪,7.4,7.5,7.2,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15154,27442,2183,浮生梦文创,3男3女 5.5小时 进阶 2023.01发行,日式 推理 其他 校园
那一束月光2旅行的意义,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
将雪,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
启元克莱因囚笼,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
90后才不会变老呢,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
悲欢,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
假如天堂有假期,假如天堂有假期,7,6.8,0,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,2898,45218,2167,海上仙山; 可疑的宣发工作室,3男3女 4.0小时 新手 2023.02发行,中式 情感 沉浸 都市
满船明月从此去,满船明月从此去,6.6,6.6,0,0,0,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,2898,2002,124,小重山剧制,3男3女 4.5小时 进阶 2021.12发行,古风 情感 演绎 武侠
等,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
叫爸爸2你个死鬼,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
头颅们的失眠夜,头颅们的失眠夜,8.7,8.3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113457,177417,22063,慢热TUO,3男3女 6.0小时 高阶 2022.11发行,日式 推理 惊悚 怪谈
见习恶魔,见习恶魔,7.4,6,0,0,7.2,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,19591,1305,奇闻当铺工作室,4男4女 6.0小时 进阶 2022.08发行,
我好喜欢你,我好喜欢你,5.9,6.3,0,0,0,6.3,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,2898,470,68,零屿工作室,3男3女 4.5小时 进阶 2022.07发行,现代 情感 沉浸 都市
藏木于林,藏木于林,7.9,7.5,0,7.2,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,5044,23148,1813,常杀人工作室; 猫又集,4男2女 6.0小时 高阶 2022.10发行,
红豆,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
击坠神明之夜,击坠神明之夜,7.8,7.6,0,0,0,0,0,7.1,7.4,0,0,0,0,0,0,0,0,0,0,0,1.4,3752,172,一闪工作室,"第99本 时长：6.5小时 配置：4男2女 绝对的宝藏剧本,近期打过的最佳还原本。 故事以中世纪欧洲的黑暗历史为框架,将真实的历史事件和历史人物进行原创解构,赋予那段略显枯躁的历史更...全文",
深圳今夜请将我遗忘,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
无名之町2下篇,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
我们的故事说来话长,我们的故事说来话长,6,6.2,0,0,0,6.4,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,2898,15368,633,东跑西颠工作室; 小火龙工作室,3男3女 4.0小时 新手 2022.11发行,中式 情感 沉浸 都市
岁月神偷,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
江山辞,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
白熊,白熊,6.2,6.5,6.4,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898,8844,99,十月剧本工作室,3男3女 4.0小时 进阶 2021.01发行,中式 情感 沉浸 都市
灵猫少年神探团,灵猫少年神探团,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,剧美优品出版社,3男2女 5.5小时 进阶 2022.12发行,架空 推理 沉浸 校园
空想之笼,空想之笼,8.3,7.5,7.8,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,30350,37626,3293,空想馆; 妄想剧场工作室,5男2女 6.5小时 进阶 2022.09发行,
厄鸦之轮,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
一颗开花的树,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
重楼,重楼,8.1,7.4,0,0,7.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,31871,2689,久见文化,4男3女 6.0小时 进阶 2022.11发行,
明天,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
