query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags
吨吨吨2淘金盛宴,吨吨吨2：淘金盛宴,6.5,6.3,0,0,7.0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11283,283,壹直爽,"第61本 时长：4.5小时 配置：5男2女 店家：景德镇三仟世界 其实前面还好,普普通通的欢乐本,各方面都中规中矩。整体看下来就是弹圆片小游戏外加各种不...全文",架空 机制 欢乐 玄幻
贤者之石2请不要吃我,贤者之石2：请不要吃我,7.7,7.6,7.9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19975,11038,695,第七诫工作室,4男3女 12.0小时 高阶 2021.11发行,
死囚失控伦敦,死囚·失控伦敦,8.3,8.1,7.5,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,1.4,35083,3324,低空飞行,百本选手说剧本:剧本《死囚•失控伦敦》6人本 3男3女 剧本类型:独家本 还原本 游戏时间:5小时左右 实话实说 今天上午 我 手欠了 把自己 死囚 的测评 给 删除了 完全是 失误的操作 咋办？ 在写一次呗 弥补一下 👬适合人群：苏...全文,
逃离疯人院,逃离疯人院2：无声悲鸣,7.8,7.5,0,0,0,7.3,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,6683,21832,2058,有仙气工作室,3男3女 5.5小时 新手 2024.01发行,中式 情感 立意 新手
归墟子语,归墟子语,8.0,7.4,0,7.3,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,5043,86314,5738,疯狂剧制; 铭思文化,3男3女 5.5小时 进阶 2023.01发行,
圣杯侦探和倒霉蛋,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
麻衣神探狄公案,麻衣神探·狄公案,6.7,6.3,6.9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,4302,323,叁叁零制片厂,4男3女 6.0小时 进阶 2023.02发行,
普罗米修斯的杀人事件2起源,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
不再见,不再见，_,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,茉蔻文化,3男3女 4.5小时 新手 2023.02发行,中式 情感 沉浸 都市
怪闻2泉隐炽焰卷,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
春花秋月何时了,春花秋月何时了,6.9,6.9,0,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,3.4,13513,1119,指尖探案,3男3女 5.5小时 进阶 2023.01发行,古风 情感 沉浸 其他
灵魂缓刑,灵魂缓刑,6.2,6.5,6.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947,7518,454,未经允许工作室,3男3女 6.0小时 高阶 2023.01发行,
春秋,春秋,8.0,7.4,0,0,7.0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,13141,1151,Mr.一番工作室,5男2女 7.0小时 进阶 2022.10发行,架空 机制 欢乐 权谋
青山,青山,7.3,7.4,7.1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30525,40887,2597,羲和工作室,4男2女 6.0小时 进阶 2022.10发行,
re新纪元,Re：新纪元,8.1,7.8,0,0,0,7.7,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,7609,31420,2058,草庐,3男3女 4.5小时 进阶 2022.10发行,架空 机制 沉浸 二次元
少女的诡局,少女的诡局,7.6,7.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6513,9537,371,百川望辰工作室,3男3女 4.0小时 进阶,日式 推理 惊悚 其他
金瓯缺,金瓯缺,7.0,7.1,0,0,0,7.1,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,6688,3563,206,粉蒸肉文创工作室,4男3女 5.0小时 进阶 2022.07发行,古风 情感 演绎 权谋
天下决,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
成人童话,成人童话,5.8,6.4,6.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21439,10497,805,北京枫叶工作室,3男3女 8.0小时 高阶 2022.10发行,
Zooooo进化大作战,Zooooo！进化大作战！,7.6,6.9,0,0,7.7,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,46238,2408,可疑的宣发工作室; 帽子戏法工作室,4男3女 5.0小时 进阶 2023.01发行,架空 机制 欢乐 拟人
两不疑,两不疑,6.6,6.7,0,0,0,7.0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,6688,6129,506,梦墨绘梦馆; 山海间工作室,3男4女 4.5小时 进阶 2023.02发行,古风 情感 演绎 武侠
幻灵侦探,幻灵侦探,7.2,7.1,7.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043,4475,314,折夜文化; 禾风工作室,4男2女 5.5小时 进阶 2023.02发行,
六障目诡丁,六障目诡丁,5.8,6.1,6.3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9842,6547,524,山橘推理,3男3女 6.0小时 高阶 2023.01发行,日式 推理 悬疑 怪谈
139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
茫茫,茫茫,8.2,7.7,0,0,0,7.9,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,3.4,2995,147,夜归人工作室,3男3女 4.5小时 新手,中式 情感 沉浸 都市
浮云万里青鸟迟,浮云万里青鸟迟,8.0,7.7,0,0,0,7.8,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,3.4,71574,6234,德雾昂剧制; 慢热TUO,3男3女 4.5小时 新手 2023.01发行,民国 情感 沉浸 历史
再见如故,再见如故,6.2,6.6,0,0,0,6.5,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,3.4,6138,450,LARP原创工作室,3男3女 4.5小时 新手 2023.01发行,中式 情感 沉浸 都市
比莉尔公约,比莉尔公约,7.9,6.7,8.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17912,26289,1894,梧桐剧制,【比莉尔公约】推理／还原／悬疑／变格 【角色时长】角色C／7小时 【人数配置】3男2女／可反串 【推荐角色】角色A核心C位 【选店建议】找熟店吧，熟悉你的DM才知道你喜欢的节奏和游戏时长，不然极...全文,
归鸿游,归鸿游,7.0,7.1,0,0,0,7.3,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,3.4,4959,395,糖果发行工作室; LARP原创工作室,3男3女 5.0小时 进阶 2023.01发行,古风 情感 沉浸 其他
十里樱花,十里樱花,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,0,0,,3男3女 5.0小时 进阶,古风 还原 沉浸 仙侠
九个女人一出戏,九个女人一出戏,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,不计成本工作室,0男9女 4.0小时 新手,现代 机制 欢乐 其他
庄周梦蝶2锦瑟传,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
寒门,寒门,8.2,7.8,0,0,0,8.2,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,3.4,154684,14403,月影工作室,3男3女 5.0小时 进阶 2023.01发行,古风 情感 沉浸 仙侠
顶楼极恶之宴,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
如囚鸟挣脱之痛,如囚鸟挣脱之痛,8.5,8.2,7.7,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,76841,139999,12291,KEYS工作室,3男3女 7.0小时 进阶 2023.01发行,日式 推理 演绎法 其他
幻木吟,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
沙哭,沙哭,8.5,8.2,0,0,0,7.8,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,24489,2010,表里山河创作,4男3女 4.5小时 进阶 2022.09发行,古风 机制 博弈 历史
有人说于归,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
温度生来平凡,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
说谎者,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
百鬼夜行,HASAKI！百鬼夜行,8.0,7.0,0,0,7.7,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,57979,3876,绯色剧制,5男3女 5.5小时 进阶 2022.12发行,日式 机制 博弈 二次元
那一束月光2旅行的意义,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
将雪,将雪,6.7,6.7,0,0,0,6.9,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,3.4,28907,1693,火车头联合工作室; 不言月剧本研究室,3男3女 4.5小时 新手 2022.12发行,古风 情感 沉浸 仙侠
立方馆谋杀始末,立方馆谋杀始末,8.7,7.7,8.3,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,82960,157322,16847,隐匿角色,3男3女 7.0小时 高阶 2023.01发行,日式 推理 设定 都市
巴四五的手札,巴四五的手札,6.4,6.2,7.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9487,11444,840,小鱼干工作室,4男3女 6.0小时 高阶 2023.07发行,
先生,先生,4.7,5.0,0,0,0,5.1,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,3.4,11072,653,狸猫文创,2男4女 4.5小时 新手 2022.09发行,中式 情感 沉浸 都市
启元克莱因囚笼,启元：克莱因囚笼,8.5,7.5,8.1,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,19018,17455,1742,二类人生剧制,百本选手说剧本:剧本《启元:克莱因囚笼》6人本 4男2女 剧本类型:城限本 推理本 游戏时间:5.5小时左右 👬适合人群：逻辑流 玩家 ❤剧情感受：🈶 ...全文,
90后才不会变老呢,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
叫爸爸2丧尸RUARUA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
悲欢,悲欢,7.4,7.2,0,0,0,7.2,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,3.4,985,104,暮影工作室,类型: 现代/情感/沉浸 人数: 3男3女 不可反串 时长: 5个小时 体验角色:我不能讲会剧透， 开场及沉浸，每个人都有自己在乎的东西，这个本可以完全的让你抒发出自己的感情，卸...全文,现代 情感 沉浸 成长
西游释厄传,西游释厄传ll,6.9,7.2,0,0,0,0,7.0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,16381,25005,2177,可疑的宣发工作室; LARP原创工作室,百本选手说剧本:剧本《西游释厄传ll》8人本 5男3女（🉑以反串）剧本类型:城限本 机制本 游戏时间:11小时左右 👬适合人群：机制本玩家 🉑疑的宣发工作室...全文,古风 机制 其他 神话
等,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
叫爸爸2你个死鬼,叫爸爸2：你个死鬼,7.3,7.0,0,0,7.5,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,14007,512,联合趣玩UF,3男4女 4.0小时 新手 2023.01发行,中式 机制 欢乐 都市
燃烧,燃烧,8.5,8.0,0,0,0,8.1,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,43570,54344,4122,,3男3女 4.5小时 进阶 2022.12发行,中式 情感 沉浸 都市
红豆,红豆,9.1,8.8,0,0,0,8.8,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,3.4,206040,32422,仲夏清晨; 团剧文创工作室,3男3女 5.5小时 进阶 2023.01发行,民国 情感 沉浸 家国
深圳今夜请将我遗忘,中华龙组2：深圳今夜请将我遗忘,7.5,7.3,0,0,7.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1752,163,银河制片厂,百本选手说剧本:剧本《中华龙组2:深圳今夜请将我遗忘》6人本 3男3女（不建议反串）剧本类型:独家本 欢乐 机制本 立意 情感本 游戏时间:8.5小时 实话实说 测车 大家 都对 剧本 提出了 自己的 宝贵 建议 我只能说 剧本还有 改动的空间 推荐人群:公司团建 新手玩家 ...全文,现代 机制 欢乐 二次元
无名之町2下篇,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
岁月神偷,岁月神偷,5.8,6.0,0,0,0,6.2,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,3.4,3285,158,古余工作室,3男3女 4.5小时 进阶 2023.01发行,中式 情感 沉浸 都市
江山辞,江山辞,6.4,6.4,0,0,0,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,3.4,9562,634,海上仙山,3男3女 5.5小时 进阶 2022.10发行,古风 情感 沉浸 家国
厄鸦之轮,厄鸦之轮,7.9,7.5,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,11.3,13720,578,集闲社文创,4男2女 5.0小时 进阶 2022.05发行,
一颗开花的树,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
明天,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
小山重叠金明灭,小山重叠金明灭,7.0,6.6,0,6.7,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,5043,8785,182,鹿鸣工作室,4男4女 4.5小时 进阶 2021.03发行,
云海,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
过期少年,过期少年,7.0,7.1,0,0,0,7.1,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,6577,16170,821,脑力觉醒,3男4女 4.0小时 新手 2022.12发行,
三点半,三点半,6.5,6.7,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,11.3,43796,1361,空山工作室,3男3女 4.5小时 进阶 2022.11发行,
晚秋,晚秋,6.9,6.9,0,0,0,7.1,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,6707,17027,1060,枫叶工作室; 向阳岛工作室,3男3女 5.5小时 进阶 2022.09发行,古风 情感 演绎 武侠
豪门31冥海缒幽,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
WwW创伤废土世界,WwW创伤废土世界,7.4,7.3,0,0,0,0,0,7.4,0,0,0,0,0,0,7.3,0,0,0,0,0,6577,5879,363,武汉未蓝原创,3男3女 5.0小时 进阶 2022.12发行,
大话西游长安乱,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
未名,未名,6.8,6.8,0,0,0,7.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,3.4,6834,501,诸葛发行工作室; 逍山文创,百本选手说剧本:剧本《未名》6人本 3男3女（不可反串）剧本类型:城限本 情感本 游戏时间:5小时左右 实话实说 这个本 不行 不好玩 剧情 也不行 🈶边缘角色 主 家国线 亲情 爱情 一共🈶 三个本 前面你🈶多欢乐 后面你就🈶 多难受 这个本 🈚️凶案 🈶演绎 是一个传统意义上的 复古情感本 作者文笔一般 剧情不行 人...全文,古风 情感 沉浸 家国
离家出走,离家出走,8.7,8.5,7.9,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,64968,49103,4829,子夜推理工作室,5男2女 10.0小时 高阶 2022.06发行,
沈园外,沈园外,6.4,6.5,0,0,0,0,6.2,0,6.4,0,0,0,0,0,0,0,0,0,0,0,7609,3874,167,苍山剧社,3男3女 4.0小时 进阶,中式 机制 沉浸 都市
月色里的塞纳河,月色里的塞纳河,7.4,7.1,6.8,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,2021,6510,149,风月发行,4男3女 4.0小时 进阶 2021.05发行,
木叶动秋声,木叶动秋声,7.0,6.9,6.3,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1.4,1625,56,白昼剧制,3男3女 4.0小时 进阶 2021.12发行,
游子三旬一期一会,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
追光者,追光者,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6712,0,0,乌鸦工作室,3男3女 4.0小时 新手,
硬币的第四面,硬币的第四面,8.1,7.6,7.4,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,1.4,19975,1680,唱唱反调剧本工作室,百本选手说剧本:剧本《硬币的第四面》6人本 3男3女（可以反串）剧本类型:城限本 刑侦 还原本 游戏时间:6小时左右 👬适合人群：喜欢 跟着 DM 的 指引 走的 玩家 喜欢 最后 超级 大还原 的 玩家 喜欢 故事分享大会 ...全文,
除却巫山,除却巫山,6.3,6.5,0,0,0,6.8,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,3.4,2131,141,天恩院; 山间月工作室,3男3女 4.5小时 进阶 2022.10发行,古风 情感 沉浸 仙侠
野寺坊彷徨之夜,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
电话亭,电话亭,7.3,7.3,0,0,0,0,0,0,7.4,0,0,0,0,0,7.2,0,0,0,0,0,3.4,12316,792,瓦特工作室,3男3女 5.0小时 进阶 2022.10发行,民国 情感 沉浸 都市
一座城2,一座城2,8.7,8.6,8.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57410,43663,3995,老姜剧本,2男2女 9.0小时 进阶 2022.09发行,
豪门30曼娜,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
北上南下,北上南下往复东西,6.8,6.6,0,0,0,6.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,7709,410,归途工作室,3男3女 4.0小时 进阶 2022.10发行,中式 机制 沉浸 都市
花园与夜莺,花园与夜莺,8.5,8.1,0,0,0,8.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,49170,46600,4096,,3男4女 5.0小时 进阶 2022.08发行,未来 机制 沉浸 科幻
三国封神,三国封神,8.6,7.7,0,0,8.0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,75432,5480,FB发行工作室,5男3女 7.0小时 进阶 2022.10发行,
坏家伙们犯罪事件始末,坏家伙们犯罪事件始末,7.5,7.2,0,6.9,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,5043,7435,509,山山而川,3男3女 6.0小时 进阶 2022.07发行,
海底,海底,6.4,6.7,6.4,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1933,60,归一工作室,3男3女 4.5小时 进阶 2022.02发行,架空 情感 沉浸 都市
倒转颠末的推理书,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Re新世界,Re：新世界,8.2,7.9,0,0,0,7.7,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,7609,39323,2110,草庐,全程约6小时，比较中二，在这个本里体验情感那就大可不必了，女性角色体验会比男性角色好。基本无感的一个本。 机制部分也比较无聊，比较简单，就算没你也一样，没有参与的动力，只...全文,架空 机制 沉浸 二次元
东方美人,东方美人2：天下大同,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7609,0,0,南燕工作室,4男3女 5.0小时 进阶 2022.07发行,古风 机制 沉浸 历史
天机不可泄露,天机不可泄露,7.3,7.0,0,0,0,0,0,6.7,0,0,0,0,0,0,6.8,0,0,0,0,0,6577,4198,85,九有出品,剧本名称：《天机不可泄露》 角色配置：4男2女 剧本类型：民国/情感/演绎/城限 剧本时长：6小时 剧本杀店：...全文,
怪谈事务所破界,怪谈事务所：破界,9.0,8.1,0,7.5,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,110545,10071,百川望辰工作室,3男3女 10.0小时 进阶 2022.09发行,日式 机制 博弈 怪谈
内卷,内卷,6.4,0,0,0,6.7,0,0,0,6.8,0,0,0,0,0,7.1,0,0,0,0,0,3.8,8996,230,开封府剧本工作室; 臭猴子工作室,4男3女 4.5小时 进阶 2022.01发行,架空 机制 欢乐 都市
奈亚拉美术馆,奈亚拉美术馆,7.1,7.0,6.8,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12307,536,未经允许工作室,4男2女 5.5小时 高阶 2022.02发行,
南屏晚钟,南屏晚钟,7.1,7.0,0,0,0,7.3,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,3.4,15487,1009,入界文创,3男4女 4.5小时 进阶 2022.09发行,中式 情感 沉浸 历史
